Tf =  30.00
Q =  0.168E+03

Tf =  35.00
Q =  0.336E+03

Tf =  40.00
Q =  0.504E+03

Tf =  45.00
Q =  0.672E+03

Tf =  50.00
Q =  0.841E+03

Tf =  55.00
Q =  0.101E+04

Tf =  60.00
Q =  0.118E+04

Tf =  65.00
Q =  0.135E+04

Tf =  70.00
Q =  0.152E+04

Tf =  75.00
Q =  0.169E+04

Tf =  80.00
Q =  0.186E+04

Tf =  85.00
Q =  0.202E+04

Tf =  90.00
Q =  0.219E+04

Tf =  95.00
Q =  0.236E+04

Tf = 100.00
Q =  0.254E+04

